order_id,customer_id,order_date,items,order_total,payment_method,order_status
ORD100719,CUST00572,2025-09-28,PROD0114:3:67.83|PROD0179:5:22.52|PROD0025:4:16.49,382.05,PayPal,Delivered
ORD100720,CUST01147,2026-05-09,PROD0183:5:73.54|PROD0106:4:116.2,832.5,Apple Pay,Delivered
ORD100721,CUST00160,2026-03-01,PROD0187:1:21.11|PROD0212:2:40.49,102.09,Visa,Delivered
ORD100722,CUST00761,2025-12-30,PROD0122:3:113.13|PROD0017:5:145.85|PROD0144:5:37.09,1254.09,Store Credit,Cancelled
ORD100723,CUST01183,2025-10-18,PROD0099:2:133.23,266.46,Visa,Delivered
ORD100724,CUST00122,2025-09-26,PROD0116:3:9.23|PROD0173:3:42.3,154.59,Apple Pay,Processing
ORD100725,CUST00463,2026-02-22,PROD0284:3:36.34|PROD0287:2:49.41,207.84,Mastercard,Shipped
ORD100726,CUST00892,2025-08-02,PROD0014:5:232.45|PROD0178:2:137.06|PROD0289:1:44.66,1481.03,Amex,Delivered
ORD100727,CUST00805,2026-01-06,PROD0069:2:29.63|PROD0029:2:81.59|PROD0061:4:25.67,325.12,Visa,Delivered
ORD100728,CUST00787,2025-10-31,PROD0138:5:18.75|PROD0048:2:19.97,133.69,Amex,Cancelled
ORD100729,CUST00690,2025-09-18,PROD0093:4:119.59|PROD0203:1:248.58,726.94,Visa,Processing
ORD100730,CUST01030,2026-02-20,PROD0217:3:240.36,721.08,Mastercard,Delivered
ORD100731,CUST00628,2025-11-24,PROD0293:5:26.46,132.3,Apple Pay,Delivered
ORD100732,CUST00896,2025-08-31,PROD0118:3:5.27,15.81,Amex,Delivered
ORD100733,CUST00818,2025-08-24,PROD0227:4:148.49,593.96,PayPal,Cancelled
ORD100734,CUST00090,2026-03-25,PROD0065:3:99.72|PROD0192:2:129.12,557.4,Visa,Delivered
ORD100735,CUST00990,2026-04-08,PROD0253:4:45.08,180.32,Mastercard,Delayed
ORD100736,CUST00190,2025-08-28,PROD0240:5:55.35,276.75,PayPal,Out for Delivery
ORD100737,CUST01109,2025-10-25,PROD0165:4:38.86|PROD0224:2:131.68|PROD0245:1:74.39|PROD0070:5:207.26,1529.49,PayPal,Delivered
ORD100738,CUST00803,2025-10-24,PROD0089:3:58.99|PROD0094:1:136.82,313.79,Store Credit,Processing
ORD100739,CUST01059,2026-07-04,PROD0208:2:29.11|PROD0087:5:72.87|PROD0154:4:191.73|PROD0229:2:30.85,1251.19,Amex,Shipped
ORD100740,CUST00572,2025-10-27,PROD0007:4:167.26|PROD0214:2:21.47,711.98,PayPal,Delayed
ORD100741,CUST00740,2026-03-07,PROD0035:4:186.35,745.4,Apple Pay,Delayed
ORD100742,CUST01178,2025-11-19,PROD0103:5:35.6,178.0,Mastercard,Shipped
ORD100743,CUST00107,2026-07-20,PROD0011:5:22.2,111.0,PayPal,Delivered
ORD100744,CUST00857,2025-08-27,PROD0224:2:131.68,263.36,Mastercard,Delivered
ORD100745,CUST00118,2026-03-03,PROD0218:2:151.18,302.36,Apple Pay,Delayed
ORD100746,CUST00686,2026-06-11,PROD0048:4:19.97,79.88,Mastercard,Delivered
ORD100747,CUST00403,2026-03-22,PROD0241:4:95.92,383.68,PayPal,Shipped
ORD100748,CUST00494,2025-12-19,PROD0036:3:51.6|PROD0243:1:47.44|PROD0168:5:193.82,1171.34,Visa,Shipped
ORD100749,CUST00588,2026-05-12,PROD0158:3:22.41,67.23,Visa,Processing
ORD100750,CUST00345,2025-11-19,PROD0220:3:35.61,106.83,Store Credit,Processing
ORD100751,CUST01173,2025-12-07,PROD0006:2:6.78,13.56,Amex,Delivered
ORD100752,CUST00241,2025-12-20,PROD0089:5:58.99|PROD0102:4:10.54,337.11,Amex,Processing
ORD100753,CUST01048,2025-07-31,PROD0117:3:34.38|PROD0257:3:46.24,241.86,Amex,Delivered
ORD100754,CUST00193,2026-03-31,PROD0135:4:13.02,52.08,PayPal,Delivered
ORD100755,CUST00059,2026-04-23,PROD0109:4:29.51,118.04,Apple Pay,Delivered
ORD100756,CUST00396,2026-03-26,PROD0199:2:192.45,384.9,Visa,Delivered
ORD100757,CUST00306,2026-03-18,PROD0086:5:41.13,205.65,Visa,Delayed
ORD100758,CUST00027,2026-02-01,PROD0220:1:35.61,35.61,Visa,Delivered
ORD100759,CUST00242,2026-06-25,PROD0109:1:29.51,29.51,PayPal,Processing
ORD100760,CUST00247,2026-05-06,PROD0094:5:136.82|PROD0216:3:7.93|PROD0211:1:15.2|PROD0244:5:28.97,867.94,Store Credit,Delivered
ORD100761,CUST00400,2026-05-19,PROD0156:2:41.63,83.26,Apple Pay,Out for Delivery
ORD100762,CUST00620,2026-05-18,PROD0061:4:25.67,102.68,Apple Pay,Delivered
ORD100763,CUST00400,2025-11-02,PROD0036:5:51.6|PROD0206:1:37.39|PROD0084:4:98.15,687.99,Store Credit,Delivered
ORD100764,CUST01028,2026-07-24,PROD0105:2:114.17,228.34,PayPal,Delivered
ORD100765,CUST00848,2025-12-26,PROD0106:5:116.2,581.0,Apple Pay,Shipped
ORD100766,CUST00735,2026-05-15,PROD0215:1:59.37|PROD0231:4:10.76,102.41,Visa,Shipped
ORD100767,CUST00605,2026-04-27,PROD0140:2:235.93,471.86,Store Credit,Shipped
ORD100768,CUST00155,2026-03-25,PROD0058:4:90.72|PROD0213:5:69.08,708.28,Visa,Cancelled
ORD100769,CUST00682,2026-06-23,PROD0114:1:67.83,67.83,Apple Pay,Delivered
ORD100770,CUST01078,2026-03-16,PROD0059:1:125.94|PROD0244:5:28.97,270.79,PayPal,Returned
ORD100771,CUST00943,2025-08-15,PROD0034:4:6.64,26.56,Mastercard,Delivered
ORD100772,CUST01079,2026-01-13,PROD0016:4:12.58|PROD0010:2:98.26,246.84,Apple Pay,Shipped
ORD100773,CUST01028,2026-05-02,PROD0058:5:90.72,453.6,PayPal,Cancelled
ORD100774,CUST00352,2026-03-28,PROD0068:1:30.3,30.3,Store Credit,Shipped
ORD100775,CUST00359,2026-03-02,PROD0136:3:75.27,225.81,Amex,Delivered
ORD100776,CUST00974,2025-12-28,PROD0074:3:30.72|PROD0153:2:32.56|PROD0084:4:98.15,549.88,Store Credit,Shipped
ORD100777,CUST00059,2025-12-13,PROD0208:2:29.11|PROD0031:5:213.56,1126.02,PayPal,Delivered
ORD100778,CUST00070,2026-07-18,PROD0181:3:4.29,12.87,PayPal,Delivered
ORD100779,CUST01045,2026-05-05,PROD0181:5:4.29,21.45,PayPal,Delivered
ORD100780,CUST00649,2026-02-21,PROD0271:5:9.6|PROD0209:1:12.86|PROD0146:2:25.49,111.84,Amex,Delivered
ORD100781,CUST00381,2026-06-04,PROD0095:2:26.42,52.84,Store Credit,Returned
ORD100782,CUST01166,2026-05-24,PROD0097:3:10.79,32.37,Store Credit,Delivered
ORD100783,CUST00007,2026-07-28,PROD0096:3:50.63,151.89,PayPal,Cancelled
ORD100784,CUST00247,2025-12-03,PROD0089:1:58.99,58.99,Amex,Shipped
ORD100785,CUST00174,2025-10-17,PROD0207:1:26.58|PROD0006:3:6.78|PROD0016:3:12.58|PROD0003:1:159.09,243.75,Apple Pay,Out for Delivery
ORD100786,CUST00625,2026-06-28,PROD0018:5:13.24|PROD0146:1:25.49,91.69,Visa,Delivered
ORD100787,CUST00463,2026-06-08,PROD0168:4:193.82,775.28,Apple Pay,Delivered
ORD100788,CUST01030,2026-01-18,PROD0016:4:12.58|PROD0292:4:56.02|PROD0249:5:9.97,324.25,Visa,Returned
ORD100789,CUST00758,2026-02-20,PROD0003:1:159.09,159.09,Amex,Delivered
ORD100790,CUST00719,2025-10-16,PROD0149:3:111.96|PROD0004:2:9.47,354.82,Amex,Processing
ORD100791,CUST00514,2026-07-28,PROD0116:1:9.23,9.23,PayPal,Out for Delivery
ORD100792,CUST00177,2025-11-07,PROD0038:3:153.69|PROD0255:1:175.96,637.03,Visa,Delivered
ORD100793,CUST00374,2026-04-03,PROD0236:1:37.87,37.87,Apple Pay,Delivered
ORD100794,CUST00605,2025-07-30,PROD0253:1:45.08|PROD0221:4:21.66,131.72,Store Credit,Processing
ORD100795,CUST01143,2025-11-22,PROD0034:1:6.64,6.64,PayPal,Out for Delivery
ORD100796,CUST01142,2026-01-28,PROD0123:2:38.34,76.68,Store Credit,Cancelled
ORD100797,CUST00562,2026-01-26,PROD0131:1:11.48,11.48,Visa,Shipped
ORD100798,CUST00196,2026-01-10,PROD0232:5:130.11|PROD0134:4:178.43|PROD0139:3:31.77,1459.58,Apple Pay,Delivered
ORD100799,CUST00848,2025-12-02,PROD0007:3:167.26|PROD0160:1:27.79|PROD0164:5:106.62,1062.67,Visa,Delivered
ORD100800,CUST01058,2025-10-20,PROD0021:5:148.05|PROD0123:3:38.34,855.27,Store Credit,Cancelled
ORD100801,CUST00701,2025-12-19,PROD0011:5:22.2|PROD0228:5:11.51,168.55,PayPal,Delivered
ORD100802,CUST00447,2026-06-02,PROD0105:2:114.17,228.34,PayPal,Delivered
ORD100803,CUST01031,2026-04-15,PROD0222:5:52.54|PROD0250:5:8.48|PROD0022:5:55.37,581.95,Visa,Delivered
ORD100804,CUST00425,2025-10-12,PROD0194:3:48.76|PROD0052:5:62.04|PROD0050:3:15.03,501.57,Store Credit,Shipped
ORD100805,CUST00853,2025-08-15,PROD0233:2:82.05,164.1,Amex,Delivered
ORD100806,CUST00607,2026-04-01,PROD0030:2:27.16|PROD0273:2:84.74,223.8,Visa,Delivered
ORD100807,CUST01028,2026-04-04,PROD0209:2:12.86|PROD0068:3:30.3|PROD0093:5:119.59,714.57,Visa,Delivered
ORD100808,CUST00901,2025-10-04,PROD0285:4:33.77,135.08,PayPal,Delivered
ORD100809,CUST00030,2025-11-29,PROD0005:3:41.87,125.61,Apple Pay,Delivered
ORD100810,CUST00848,2025-09-29,PROD0111:5:31.83,159.15,Visa,Delivered
ORD100811,CUST00605,2025-12-11,PROD0103:4:35.6,142.4,Store Credit,Processing
ORD100812,CUST00386,2026-02-02,PROD0058:5:90.72,453.6,Mastercard,Shipped
ORD100813,CUST00334,2026-04-08,PROD0165:1:38.86|PROD0132:3:14.3|PROD0140:3:235.93|PROD0071:5:156.65,1572.8,Amex,Returned
ORD100814,CUST00901,2026-06-17,PROD0281:3:37.35|PROD0200:3:39.66,231.03,Amex,Shipped
ORD100815,CUST00701,2026-02-04,PROD0253:5:45.08,225.4,Amex,Delivered
ORD100816,CUST00286,2026-01-04,PROD0016:4:12.58,50.32,PayPal,Delivered
ORD100817,CUST00206,2025-08-31,PROD0187:1:21.11,21.11,Mastercard,Delivered
ORD100818,CUST00341,2026-01-07,PROD0178:5:137.06,685.3,Visa,Delivered
ORD100819,CUST00363,2026-01-03,PROD0136:1:75.27,75.27,Amex,Processing
ORD100820,CUST00749,2025-11-16,PROD0164:4:106.62,426.48,Amex,Shipped
ORD100821,CUST00547,2026-01-15,PROD0064:5:87.33,436.65,Amex,Delivered
ORD100822,CUST01148,2025-11-02,PROD0245:3:74.39|PROD0243:2:47.44|PROD0046:1:33.24|PROD0278:1:43.45,394.74,Mastercard,Shipped
ORD100823,CUST00295,2026-07-18,PROD0246:2:61.05|PROD0109:2:29.51,181.12,PayPal,Shipped
ORD100824,CUST00809,2026-03-22,PROD0096:3:50.63,151.89,PayPal,Delivered
ORD100825,CUST00367,2025-08-10,PROD0129:1:19.99|PROD0001:4:121.73,506.91,Mastercard,Shipped
ORD100826,CUST00639,2026-06-04,PROD0077:4:34.86|PROD0005:3:41.87,265.05,Visa,Processing
ORD100827,CUST00562,2026-07-18,PROD0200:1:39.66,39.66,PayPal,Cancelled
ORD100828,CUST00588,2026-07-18,PROD0036:5:51.6|PROD0104:2:24.87,307.74,Visa,Delivered
ORD100829,CUST00886,2026-06-15,PROD0078:4:167.27|PROD0066:4:117.07,1137.36,Mastercard,Delivered
ORD100830,CUST00908,2025-07-31,PROD0186:1:24.16,24.16,Visa,Delivered
ORD100831,CUST00045,2025-08-18,PROD0153:2:32.56|PROD0028:4:89.71,423.96,Apple Pay,Delivered
ORD100832,CUST00035,2026-05-17,PROD0221:2:21.66|PROD0082:4:33.12|PROD0008:2:165.66|PROD0021:5:148.05,1247.37,Amex,Out for Delivery
ORD100833,CUST00407,2025-12-13,PROD0249:5:9.97,49.85,Store Credit,Delivered
ORD100834,CUST00287,2026-06-12,PROD0161:5:19.26|PROD0008:2:165.66|PROD0145:2:16.58,460.78,PayPal,Delayed
ORD100835,CUST00869,2026-05-06,PROD0274:1:126.5|PROD0039:3:35.25,232.25,Store Credit,Shipped
ORD100836,CUST01036,2026-03-10,PROD0084:2:98.15|PROD0071:5:156.65,979.55,Apple Pay,Returned
ORD100837,CUST01033,2026-07-21,PROD0263:5:22.13,110.65,Mastercard,Shipped
ORD100838,CUST00381,2025-08-24,PROD0040:2:6.69,13.38,Amex,Out for Delivery
ORD100839,CUST00592,2026-01-12,PROD0228:5:11.51,57.55,PayPal,Delivered
ORD100840,CUST00104,2026-05-04,PROD0073:4:197.85,791.4,PayPal,Delivered
ORD100841,CUST00677,2026-04-11,PROD0268:3:34.77|PROD0205:3:97.84,397.83,Amex,Processing
ORD100842,CUST00722,2025-09-19,PROD0089:3:58.99|PROD0131:1:11.48|PROD0241:1:95.92|PROD0221:1:21.66,306.03,PayPal,Delivered
ORD100843,CUST00396,2026-02-10,PROD0167:1:13.38,13.38,Amex,Delivered
ORD100844,CUST00414,2025-11-10,PROD0274:4:126.5,506.0,Mastercard,Delivered
ORD100845,CUST00837,2025-11-06,PROD0153:3:32.56,97.68,Mastercard,Delivered
ORD100846,CUST00446,2025-11-21,PROD0143:1:209.56,209.56,Apple Pay,Delivered
ORD100847,CUST00690,2025-10-16,PROD0057:3:37.8|PROD0108:4:128.9,629.0,Store Credit,Shipped
ORD100848,CUST00774,2026-07-18,PROD0261:1:78.93,78.93,PayPal,Shipped
ORD100849,CUST00745,2026-05-06,PROD0222:1:52.54,52.54,Store Credit,Delivered
ORD100850,CUST00042,2026-06-02,PROD0072:5:70.01|PROD0171:1:115.91|PROD0267:4:85.78|PROD0144:2:37.09,883.26,Mastercard,Delayed
ORD100851,CUST00355,2026-01-31,PROD0059:1:125.94|PROD0159:5:20.43,228.09,Apple Pay,Cancelled
ORD100852,CUST00059,2026-07-16,PROD0082:2:33.12,66.24,Store Credit,Delivered
ORD100853,CUST00869,2025-12-02,PROD0113:4:29.87|PROD0087:1:72.87,192.35,Amex,Processing
ORD100854,CUST00772,2026-06-13,PROD0085:4:87.79|PROD0236:4:37.87,502.64,Store Credit,Delivered
ORD100855,CUST00367,2026-05-28,PROD0045:3:17.66,52.98,Store Credit,Delivered
ORD100856,CUST00741,2026-01-20,PROD0213:5:69.08|PROD0281:1:37.35,382.75,Mastercard,Returned
ORD100857,CUST01186,2026-04-13,PROD0014:4:232.45|PROD0078:5:167.27|PROD0088:1:38.76|PROD0117:1:34.38,1839.29,PayPal,Processing
ORD100858,CUST00118,2026-07-30,PROD0230:1:7.64,7.64,Store Credit,Out for Delivery
ORD100859,CUST00862,2026-04-10,PROD0104:5:24.87,124.35,Store Credit,Shipped
ORD100860,CUST00314,2026-04-08,PROD0286:3:11.4|PROD0298:3:12.54,71.82,Store Credit,Shipped
ORD100861,CUST00565,2026-02-25,PROD0012:2:54.17,108.34,Apple Pay,Returned
ORD100862,CUST00367,2025-09-26,PROD0015:5:33.9|PROD0171:1:115.91|PROD0046:2:33.24|PROD0281:5:37.35,538.64,Store Credit,Shipped
ORD100863,CUST00015,2026-02-20,PROD0019:1:32.14,32.14,Store Credit,Delivered
ORD100864,CUST00529,2026-04-17,PROD0224:5:131.68|PROD0156:4:41.63,824.92,Mastercard,Cancelled
ORD100865,CUST00091,2026-03-02,PROD0236:5:37.87,189.35,Store Credit,Shipped
ORD100866,CUST00700,2026-03-13,PROD0052:2:62.04,124.08,Apple Pay,Delayed
ORD100867,CUST00661,2026-01-08,PROD0017:3:145.85,437.55,Visa,Delivered
ORD100868,CUST00398,2026-04-16,PROD0054:1:55.49,55.49,Amex,Delivered
ORD100869,CUST00661,2025-08-24,PROD0275:4:91.6,366.4,Apple Pay,Delivered
ORD100870,CUST01118,2026-06-16,PROD0219:5:122.77,613.85,PayPal,Delivered
ORD100871,CUST00714,2026-06-08,PROD0112:4:112.59,450.36,Mastercard,Shipped
ORD100872,CUST00529,2026-07-07,PROD0225:2:129.56,259.12,PayPal,Delivered
ORD100873,CUST00616,2026-07-26,PROD0084:2:98.15|PROD0117:2:34.38,265.06,PayPal,Delivered
ORD100874,CUST00206,2026-02-14,PROD0239:2:87.92,175.84,PayPal,Delivered
ORD100875,CUST00267,2026-06-07,PROD0033:4:50.93,203.72,Visa,Delivered
ORD100876,CUST00588,2025-09-18,PROD0154:3:191.73,575.19,PayPal,Out for Delivery
ORD100877,CUST00590,2025-08-12,PROD0066:5:117.07|PROD0065:4:99.72,984.23,Apple Pay,Delivered
ORD100878,CUST01199,2026-02-11,PROD0096:5:50.63|PROD0060:2:25.69,304.53,PayPal,Delivered
ORD100879,CUST00004,2025-10-09,PROD0202:1:14.1|PROD0124:2:57.05|PROD0143:2:209.56|PROD0090:2:15.79,578.9,Mastercard,Out for Delivery
ORD100880,CUST00873,2026-03-02,PROD0009:1:31.16,31.16,PayPal,Delivered
ORD100881,CUST00967,2026-06-10,PROD0126:3:82.81,248.43,Amex,Delivered
ORD100882,CUST00564,2026-04-06,PROD0195:1:16.36|PROD0112:5:112.59,579.31,Amex,Shipped
ORD100883,CUST00682,2025-12-11,PROD0153:2:32.56|PROD0024:5:45.08|PROD0014:3:232.45,987.87,Mastercard,Delivered
ORD100884,CUST00818,2026-04-02,PROD0274:5:126.5,632.5,Visa,Delivered
ORD100885,CUST00566,2026-02-08,PROD0043:4:53.62|PROD0192:3:129.12,601.84,Mastercard,Shipped
ORD100886,CUST00638,2026-05-27,PROD0110:1:36.36|PROD0033:3:50.93|PROD0069:1:29.63,218.78,Amex,Shipped
ORD100887,CUST00551,2026-04-26,PROD0258:1:29.27|PROD0027:5:8.85|PROD0031:4:213.56,927.76,Visa,Returned
ORD100888,CUST00242,2026-04-29,PROD0054:1:55.49,55.49,Store Credit,Delivered
ORD100889,CUST00270,2026-03-19,PROD0209:2:12.86|PROD0281:4:37.35|PROD0002:5:96.62,658.22,Mastercard,Out for Delivery
ORD100890,CUST00806,2025-11-01,PROD0095:5:26.42,132.1,Amex,Delivered
ORD100891,CUST00341,2025-09-17,PROD0079:1:107.7,107.7,PayPal,Delivered
ORD100892,CUST00989,2026-02-20,PROD0128:2:112.67,225.34,Store Credit,Delayed
ORD100893,CUST00476,2026-05-26,PROD0091:1:94.44,94.44,Mastercard,Delivered
ORD100894,CUST00012,2025-11-21,PROD0099:2:133.23|PROD0117:3:34.38,369.6,PayPal,Delivered
ORD100895,CUST00170,2025-10-02,PROD0096:5:50.63,253.15,Amex,Delivered
ORD100896,CUST00562,2025-10-27,PROD0299:2:56.12|PROD0183:4:73.54,406.4,Apple Pay,Processing
ORD100897,CUST00745,2025-12-01,PROD0294:5:28.58,142.9,Amex,Shipped
ORD100898,CUST00767,2026-02-11,PROD0207:1:26.58|PROD0190:3:68.53|PROD0171:4:115.91|PROD0289:4:44.66,874.45,Amex,Returned
ORD100899,CUST00326,2026-02-04,PROD0208:5:29.11,145.55,Mastercard,Out for Delivery
ORD100900,CUST01158,2026-07-22,PROD0209:5:12.86|PROD0066:5:117.07,649.65,Apple Pay,Cancelled
ORD100901,CUST01005,2025-11-10,PROD0199:3:192.45|PROD0253:1:45.08|PROD0078:3:167.27,1124.24,Mastercard,Delivered
ORD100902,CUST01102,2025-12-23,PROD0169:5:47.11,235.55,Mastercard,Processing
ORD100903,CUST00967,2026-02-26,PROD0202:2:14.1|PROD0276:3:75.04,253.32,Store Credit,Shipped
ORD100904,CUST01025,2025-09-10,PROD0264:2:25.7,51.4,Visa,Out for Delivery
ORD100905,CUST00561,2026-07-18,PROD0003:1:159.09,159.09,Store Credit,Delivered
ORD100906,CUST00247,2025-12-23,PROD0101:5:170.06,850.3,PayPal,Processing
ORD100907,CUST00314,2026-06-23,PROD0074:5:30.72,153.6,Apple Pay,Returned
ORD100908,CUST00334,2025-11-04,PROD0236:5:37.87|PROD0072:5:70.01,539.4,Amex,Shipped
ORD100909,CUST01052,2026-02-11,PROD0291:1:12.15|PROD0236:5:37.87,201.5,Apple Pay,Delivered
ORD100910,CUST00620,2025-09-21,PROD0056:1:242.05|PROD0087:1:72.87|PROD0180:4:13.81|PROD0293:2:26.46,423.08,Amex,Shipped
ORD100911,CUST00118,2025-11-17,PROD0215:4:59.37,237.48,Mastercard,Out for Delivery
ORD100912,CUST00146,2026-03-09,PROD0111:1:31.83,31.83,Amex,Delivered
ORD100913,CUST00447,2026-05-28,PROD0043:1:53.62|PROD0013:3:24.34,126.64,Mastercard,Out for Delivery
ORD100914,CUST00167,2025-08-15,PROD0038:2:153.69|PROD0021:3:148.05,751.53,Mastercard,Delivered
ORD100915,CUST00740,2025-09-06,PROD0245:5:74.39,371.95,Visa,Returned
ORD100916,CUST00203,2026-07-24,PROD0254:2:110.83|PROD0060:1:25.69|PROD0105:5:114.17,818.2,Visa,Out for Delivery
ORD100917,CUST00514,2025-10-05,PROD0236:2:37.87|PROD0154:4:191.73|PROD0163:1:76.48,919.14,Store Credit,Processing
ORD100918,CUST00354,2026-03-30,PROD0189:3:116.79|PROD0252:4:79.63|PROD0195:2:16.36,701.61,Mastercard,Shipped
ORD100919,CUST00288,2025-12-23,PROD0078:1:167.27,167.27,Visa,Delivered
ORD100920,CUST01165,2026-03-08,PROD0095:5:26.42|PROD0199:3:192.45|PROD0035:3:186.35|PROD0209:3:12.86,1307.08,Amex,Delivered
ORD100921,CUST00965,2026-04-05,PROD0034:5:6.64|PROD0239:5:87.92,472.8,Store Credit,Shipped
ORD100922,CUST00063,2026-02-04,PROD0175:4:37.15,148.6,Apple Pay,Delivered
ORD100923,CUST00378,2026-03-16,PROD0045:2:17.66|PROD0234:4:120.92,519.0,Apple Pay,Delivered
ORD100924,CUST00241,2025-09-10,PROD0141:1:98.61,98.61,Visa,Delayed
ORD100925,CUST00008,2026-06-21,PROD0211:3:15.2|PROD0210:1:78.45|PROD0278:4:43.45|PROD0031:2:213.56,724.97,Visa,Shipped
ORD100926,CUST00331,2025-10-09,PROD0283:2:33.8,67.6,Store Credit,Delivered
ORD100927,CUST00609,2025-08-15,PROD0048:1:19.97,19.97,Store Credit,Processing
ORD100928,CUST00409,2025-09-27,PROD0053:1:30.53,30.53,Amex,Returned
ORD100929,CUST01087,2026-05-29,PROD0004:4:9.47,37.88,Apple Pay,Delivered
ORD100930,CUST00286,2026-05-02,PROD0038:1:153.69,153.69,Visa,Cancelled
ORD100931,CUST00059,2026-07-29,PROD0125:2:19.13|PROD0155:5:146.86|PROD0040:1:6.69|PROD0171:3:115.91,1126.98,Store Credit,Delivered
ORD100932,CUST00711,2026-05-10,PROD0115:3:182.29|PROD0012:4:54.17|PROD0198:5:74.76|PROD0114:1:67.83,1205.18,Mastercard,Out for Delivery
ORD100933,CUST01049,2025-11-29,PROD0207:3:26.58|PROD0295:3:56.15|PROD0008:5:165.66,1076.49,Amex,Delivered
ORD100934,CUST00974,2025-07-30,PROD0221:3:21.66|PROD0291:3:12.15|PROD0026:2:54.92,211.27,Store Credit,Shipped
ORD100935,CUST00560,2025-11-26,PROD0140:3:235.93,707.79,Visa,Delivered
ORD100936,CUST00857,2026-07-04,PROD0154:1:191.73|PROD0283:2:33.8,259.33,Apple Pay,Delivered
ORD100937,CUST00355,2026-04-11,PROD0093:5:119.59|PROD0166:3:36.87|PROD0005:2:41.87,792.3,Mastercard,Delivered
ORD100938,CUST00839,2026-07-28,PROD0057:3:37.8,113.4,PayPal,Delivered
ORD100939,CUST01198,2025-08-13,PROD0256:5:7.79,38.95,Visa,Processing
ORD100940,CUST01147,2026-02-03,PROD0123:2:38.34,76.68,Mastercard,Delivered
ORD100941,CUST00616,2025-10-09,PROD0116:1:9.23,9.23,Mastercard,Delivered
ORD100942,CUST00356,2025-10-18,PROD0068:3:30.3|PROD0014:1:232.45,323.35,Store Credit,Delivered
ORD100943,CUST00012,2026-03-30,PROD0003:2:159.09|PROD0203:3:248.58|PROD0114:1:67.83,1131.75,Visa,Returned
ORD100944,CUST00494,2026-03-01,PROD0300:1:18.47,18.47,Mastercard,Delivered
ORD100945,CUST00160,2025-08-28,PROD0095:3:26.42|PROD0298:4:12.54,129.42,Mastercard,Delivered
ORD100946,CUST00725,2026-06-02,PROD0231:5:10.76,53.8,Mastercard,Returned
ORD100947,CUST00960,2026-03-25,PROD0274:3:126.5|PROD0039:4:35.25|PROD0146:3:25.49,596.97,Amex,Delivered
ORD100948,CUST01052,2025-09-21,PROD0232:4:130.11|PROD0256:4:7.79|PROD0220:3:35.61,658.43,Mastercard,Delivered
ORD100949,CUST00328,2026-05-09,PROD0165:4:38.86,155.44,PayPal,Shipped
ORD100950,CUST01004,2026-02-15,PROD0281:4:37.35,149.4,Apple Pay,Delivered
ORD100951,CUST00700,2025-10-01,PROD0300:2:18.47,36.94,Mastercard,Delivered
ORD100952,CUST00499,2025-10-15,PROD0099:1:133.23|PROD0012:1:54.17,187.4,Mastercard,Returned
ORD100953,CUST00150,2025-11-13,PROD0224:3:131.68,395.04,Apple Pay,Shipped
ORD100954,CUST01097,2026-07-30,PROD0252:5:79.63,398.15,Apple Pay,Delivered
ORD100955,CUST00286,2025-08-20,PROD0141:1:98.61,98.61,Amex,Processing
ORD100956,CUST00547,2026-02-16,PROD0221:4:21.66,86.64,Mastercard,Cancelled
ORD100957,CUST00756,2025-08-31,PROD0250:3:8.48|PROD0094:3:136.82|PROD0144:2:37.09,510.08,Mastercard,Returned
ORD100958,CUST00239,2025-12-27,PROD0082:3:33.12|PROD0085:5:87.79,538.31,Amex,Delivered
ORD100959,CUST01185,2025-10-04,PROD0215:3:59.37|PROD0168:1:193.82|PROD0197:2:10.66|PROD0274:1:126.5,519.75,Mastercard,Cancelled
ORD100960,CUST00856,2026-07-29,PROD0119:3:234.85,704.55,Store Credit,Processing
ORD100961,CUST00017,2025-11-17,PROD0138:2:18.75,37.5,Store Credit,Delivered
ORD100962,CUST00600,2026-04-08,PROD0004:3:9.47,28.41,PayPal,Cancelled
ORD100963,CUST00950,2025-10-08,PROD0267:3:85.78,257.34,Visa,Out for Delivery
ORD100964,CUST00425,2025-10-11,PROD0099:2:133.23|PROD0228:1:11.51,277.97,Apple Pay,Cancelled
ORD100965,CUST00649,2025-08-31,PROD0203:4:248.58|PROD0250:4:8.48,1028.24,Mastercard,Delivered
ORD100966,CUST00365,2025-10-15,PROD0026:5:54.92,274.6,Amex,Delivered
ORD100967,CUST01036,2026-07-10,PROD0012:2:54.17|PROD0261:5:78.93,502.99,PayPal,Shipped
ORD100968,CUST00931,2026-03-09,PROD0069:3:29.63|PROD0013:4:24.34|PROD0288:3:79.59,425.02,Visa,Shipped
ORD100969,CUST00319,2025-07-30,PROD0170:3:12.14,36.42,PayPal,Delivered
ORD100970,CUST00921,2025-09-02,PROD0032:3:22.58,67.74,Amex,Delivered
ORD100971,CUST00392,2026-04-23,PROD0053:5:30.53|PROD0141:2:98.61,349.87,PayPal,Delivered
ORD100972,CUST00293,2026-02-21,PROD0163:4:76.48,305.92,Visa,Delivered
ORD100973,CUST00211,2026-02-22,PROD0270:4:25.5|PROD0287:1:49.41|PROD0105:4:114.17,608.09,Amex,Delivered
ORD100974,CUST00900,2026-02-12,PROD0297:5:171.88,859.4,Mastercard,Delivered
ORD100975,CUST00682,2026-04-30,PROD0098:3:87.67,263.01,Store Credit,Delivered
